,@EswatiniGovern1,@MalawiGovt,@hagegeingob,@FinanceSC,@PresidencyZA,@mohzambia,@edmnangagwa,@MinSantedj,@hawelti,@StateHouseKenya,@PaulKagame,@M_Farmaajo,@SouthSudanGov,@SudanPMHamdok,@TZSpokesperson,@KagutaMuseveni,@angola_Mirex,@willynyamitwe,@Cherif_MZ,@Presidence_RDC,@PresidentABO,@PresidenceBenin,@rochkaborepf,@PresidenciaCV,@AOuattara_PRCI,@Presidency_GMB,@NAkufoAddo,@President_GN,@USEmbalo,@PresidenceMali,@CheikhGhazouani,@IssoufouMhm,@MBuhari,@Macky_Sall,@PresidentBio,@MSPS_Togo
2580,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Burundi,,,,BeninDiplomatie,,,,,,,,Mali,,,,,,
2581,,Malawi,,,,,,,,,,,,,,,,CPI,,,,Wasexo,,,,,,,,IBK,,,,,,
2582,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Chine,,,,Prbenin,,,,,,,,IBK,,,,,,
2583,,Malawi,,,,,,,,,,,,,,,,ThinTanks,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2584,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Chine,,,,JosephGNONLONFOUN,,,,,,,,CANU20,,,,,,
2585,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,Zambie,,,,,,
2586,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2587,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,BeninDiplomatie,,,,,,,,Mali,,,,,,
2588,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Burundi,,,,Wasexo,,,,,,,,Egypte,,,,,,
2589,,Malawi,,,,,,,,,,,,,,,,Irak,,,,Cotonou,,,,,,,,CANU20,,,,,,
2590,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Libye,,,,prbenin,,,,,,,,Zambie,,,,,,
2591,,Malawi,,,,,,,,,,,,,,,,Syrie,,,,PatriceTalon,,,,,,,,PremièreDame,,,,,,
2592,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Timisoara,,,,MTCS,,,,,,,,IBK,,,,,,
2593,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2594,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,Mali,,,,,,
2595,,Malawi,,,,,,,,,,,,,,,,Chine,,,,prbenin,,,,,,,,IBK,,,,,,
2596,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,FCSA,,,,PatriceTalon,,,,,,,,France,,,,,,
2597,,Malawi,,,,,,,,,,,,,,,,Chine,,,,prbenin,,,,,,,,IBK,,,,,,
2598,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Afrique,,,,Patricetalon,,,,,,,,USA,,,,,,
2599,,Malawi,,,,,,,,,,,,,,,,La,,,,Mobiles,,,,,,,,Mali,,,,,,
2600,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Chine,,,,AFRICAMAD18,,,,,,,,Maroc,,,,,,
2601,,Malawi,,,,,,,,,,,,,,,,Afrique,,,,AFRICAMAD2018,,,,,,,,IBK,,,,,,
2602,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,ChinaAfrica,,,,AFRICAMADTALK,,,,,,,,IBK,,,,,,
2603,,Malawi,,,,,,,,,,,,,,,,ThinkTanks,,,,AFRICAMADSPACE,,,,,,,,IBK,,,,,,
2604,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Burundi,,,,AFRICAMADTRAINING,,,,,,,,PremièreDame,,,,,,
2605,,Malawi,,,,,,,,,,,,,,,,Afrique,,,,AFRICAMADCHALLENGE2018,,,,,,,,IBK,,,,,,
2606,,Malawi,,,,,,,,,,,,,,,,Chine,,,,AFRICAMADSPACE,,,,,,,,IBK,,,,,,
2607,,Malawi,,,,,,,,,,,,,,,,FCSA,,,,AFRICAMADCHALLENGE2018,,,,,,,,G5Sahel,,,,,,
2608,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,CAETE,,,,ME,,,,,,,,Guinée,,,,,,
2609,,Malawi,,,,,,,,,,,,,,,,CAETE,,,,Mono,,,,,,,,IBK,,,,,,
2610,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Changsha,,,,Atchanou,,,,,,,,G5Sahel,,,,,,
2611,,Malawi,,,,,,,,,,,,,,,,ChineAfrique,,,,ME,,,,,,,,IBK,,,,,,
2612,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,ThinkTanks,,,,Atchanou,,,,,,,,G5Sahel,,,,,,
2613,,Malawi,,,,,,,,,,,,,,,,Chine,,,,JulienKOUHAGNI,,,,,,,,IBK,,,,,,
2614,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Afrique,,,,AmaviJosephANANI,,,,,,,,G5Sahel,,,,,,
2615,,Malawi,,,,,,,,,,,,,,,,ThinkTanks,,,,Athiémè,,,,,,,,G5Sahel,,,,,,
2616,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,africa,,,,Mono,,,,,,,,Bamako,,,,,,
2617,,Malawi,,,,,,,,,,,,,,,,Chine,,,,AkouétéVLAVONOU,,,,,,,,IBK,,,,,,
2618,,CABINETRESHUFFLE,,,,,,,,,,,,,,,,Afrique,,,,Tadocomè,,,,,,,,G5Sahel,,,,,,
2619,,Malawi,,,,,,,,,,,,,,,,ThinkTanks,,,,ÉpiphanieASSOU,,,,,,,,IBK,,,,,,
2620,,Malawi,,,,,,,,,,,,,,,,ChineAfrique,,,,LucienKOKOU,,,,,,,,G5Sahel,,,,,,
2621,,Malawi,,,,,,,,,,,,,,,,Afrique,,,,ME,,,,,,,,IBK,,,,,,
2622,,Malawi,,,,,,,,,,,,,,,,Chine,,,,Atchanou,,,,,,,,G5Sahel,,,,,,
2623,,Malawi,,,,,,,,,,,,,,,,FCSA,,,,AFRICAMADSPACE,,,,,,,,IBK,,,,,,
2624,,MalawiQueens,,,,,,,,,,,,,,,,ChineAfrique,,,,wasexo,,,,,,,,G5Sahel,,,,,,
2625,,MAWvUGA,,,,,,,,,,,,,,,,ThinkTanks,,,,gouvbenin,,,,,,,,G5Sahel,,,,,,
2626,,NWC2015,,,,,,,,,,,,,,,,Chine,,,,prbenin,,,,,,,,G5Sahel,,,,,,
2627,,MalawiQueens,,,,,,,,,,,,,,,,Chine,,,,Ouagadougou,,,,,,,,G5Sahel,,,,,,
2628,,NWC2015,,,,,,,,,,,,,,,,Beijing,,,,BENALG,,,,,,,,Bamako,,,,,,
2629,,Malawi,,,,,,,,,,,,,,,,Africa,,,,team229,,,,,,,,G5Sahel,,,,,,
2630,,Zambia,,,,,,,,,,,,,,,,China,,,,wasexo,,,,,,,,Bamako,,,,,,
2631,,Malawi,,,,,,,,,,,,,,,,ThinkTanks,,,,teambenin,,,,,,,,G5Sahel,,,,,,
2632,,Malawi,,,,,,,,,,,,,,,,Afrique,,,,Benindiplomatie,,,,,,,,Nouakchott,,,,,,
2633,,Malawi,,,,,,,,,,,,,,,,Chine,,,,VoyagePrBenin,,,,,,,,G5Sahel,,,,,,
2634,,Egypt,,,,,,,,,,,,,,,,Chine,,,,SommetEVN18,,,,,,,,Tchad,,,,,,
2635,,Malawi,,,,,,,,,,,,,,,,ThinkTanks,,,,Benindiplomatie,,,,,,,,IBK,,,,,,
2636,,Malawi,,,,,,,,,,,,,,,,Beijing,,,,VoyagePrBenin,,,,,,,,G5Sahel,,,,,,
2637,,MalawiAt51,,,,,,,,,,,,,,,,China,,,,SommetEVN18,,,,,,,,Bamako,,,,,,
2638,,MalawiAt51,,,,,,,,,,,,,,,,ChinaAfrica,,,,Benindiplomatie,,,,,,,,IBk,,,,,,
2639,,MalawiAt51,,,,,,,,,,,,,,,,ThinkTanks,,,,VoyagePrBenin,,,,,,,,IBk,,,,,,
2640,,MalawiAt51,,,,,,,,,,,,,,,,FakeNews,,,,SommetEVN18,,,,,,,,G5Sahel,,,,,,
2641,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Benindiplomatie,,,,,,,,Bamako,,,,,,
2642,,MalawiAt51,,,,,,,,,,,,,,,,KeysToSuccess,,,,VoyagePrBenin,,,,,,,,G5Sahel,,,,,,
2643,,MalawiAt51,,,,,,,,,,,,,,,,riseforafrica,,,,SommetEVN18,,,,,,,,IBK,,,,,,
2644,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Bénin,,,,,,,,G5Sahel,,,,,,
2645,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Numérique,,,,,,,,G5Sahel,,,,,,
2646,,MalawiAt51,,,,,,,,,,,,,,,,Bujumbura,,,,Erevan,,,,,,,,IBK,,,,,,
2647,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,SommetEVN2018,,,,,,,,G5Sahel,,,,,,
2648,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Benindiplomatie,,,,,,,,G5Sahel,,,,,,
2649,,MalawiAt51,,,,,,,,,,,,,,,,WarakozeMana,,,,VoyagePrBenin,,,,,,,,IBK,,,,,,
2650,,MalawiAt51,,,,,,,,,,,,,,,,Tanzania,,,,SommetEVN18,,,,,,,,Bamako,,,,,,
2651,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,G5Sahel,,,,,,
2652,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,gouvbenin,,,,,,,,G5Sahel,,,,,,
2653,,MalawiAt51,,,,,,,,,,,,,,,,WarakozeMana,,,,gouvbenin,,,,,,,,IBK,,,,,,
2654,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,G5Sahel,,,,,,
2655,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Benindiplomatie,,,,,,,,IBK,,,,,,
2656,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,Faso,,,,,,
2657,,MalawiAt51,,,,,,,,,,,,,,,,SETIC,,,,SommetEVN18,,,,,,,,G5Sahel,,,,,,
2658,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,Faso,,,,,,
2659,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,gouvbenin,,,,,,,,G5Sahel,,,,,,
2660,,Zambia,,,,,,,,,,,,,,,,WarakozeMana,,,,Prbenin,,,,,,,,IBK,,,,,,
2661,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,Benindiplomatie,,,,,,,,Niger,,,,,,
2662,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,Tchad,,,,,,
2663,,Malawiat51,,,,,,,,,,,,,,,,Burundi,,,,SommetEVN18,,,,,,,,Mauritanie,,,,,,
2664,,MalawiAt51,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,G5Sahel,,,,,,
2665,,Malawiat51,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2666,,MalawiAt51,,,,,,,,,,,,,,,,WarakozeMana,,,,Benindiplomatie,,,,,,,,Niger,,,,,,
2667,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,Tchad,,,,,,
2668,,Malawiat51,,,,,,,,,,,,,,,,africa,,,,SommetEVN18,,,,,,,,Mauritanie,,,,,,
2669,,Malawiat51,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,Tchad,,,,,,
2670,,Malawiat51,,,,,,,,,,,,,,,,diaspora,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2671,,Malawiat51,,,,,,,,,,,,,,,,economy,,,,Benindiplomatie,,,,,,,,IBK,,,,,,
2672,,MalawiInvestmentForum,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,G5Sahel,,,,,,
2673,,Malawi,,,,,,,,,,,,,,,,RareEarth,,,,SommetEVN18,,,,,,,,Tchad,,,,,,
2674,,Malawiat51,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,IBK,,,,,,
2675,,Malawiat51,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,Niger,,,,,,
2676,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,Armenie,,,,,,,,G5Sahel,,,,,,
2677,,Malawiat51,,,,,,,,,,,,,,,,BGF,,,,educationbenin,,,,,,,,IBK,,,,,,
2678,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,Niger,,,,,,
2679,,Malawi,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,G5Sahel,,,,,,
2680,,MalawiPolice,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,G5Sahel,,,,,,
2681,,MwParliament,,,,,,,,,,,,,,,,Mafikizolo,,,,prbenin,,,,,,,,Niger,,,,,,
2682,,MwParliament,,,,,,,,,,,,,,,,Diamond,,,,PatriceTalon,,,,,,,,Niger,,,,,,
2683,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,Bamako,,,,,,
2684,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2685,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,ConférencedePresse,,,,,,,,Bamako,,,,,,
2686,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,PrBenin,,,,,,,,PremièreDame,,,,,,
2687,,MwParliament,,,,,,,,,,,,,,,,Imbonerakure,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2688,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,FaimZero,,,,,,,,IBK,,,,,,
2689,,MwParliament,,,,,,,,,,,,,,,,imbonerakure,,,,ProposDuPrBenin,,,,,,,,Bamako,,,,,,
2690,,MalawiParliement2015,,,,,,,,,,,,,,,,Bujumbura,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2691,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,IBK,,,,,,
2692,,MwParliament,,,,,,,,,,,,,,,,PierreNkurunziza,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2693,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,IBK,,,,,,
2694,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,WorldHabitatDay,,,,,,,,IBK,,,,,,
2695,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,WorldHabitatDay,,,,,,,,IBK,,,,,,
2696,,MwParliament,,,,,,,,,,,,,,,,Tanzania,,,,WorldHabitatDay,,,,,,,,IBK,,,,,,
2697,,MwParliament,,,,,,,,,,,,,,,,SADC,,,,WorldHabitatDay,,,,,,,,IBK,,,,,,
2698,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,PatriceTalon,,,,,,,,PremièreDame,,,,,,
2699,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,Wasexo,,,,,,,,PremièreDame,,,,,,
2700,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,Benindiplomatie,,,,,,,,PremièreDame,,,,,,
2701,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,IBK,,,,,,
2702,,MwParliament,,,,,,,,,,,,,,,,Imbonerakure,,,,Prbenin,,,,,,,,Gambie,,,,,,
2703,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2704,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,benindiplomatie,,,,,,,,Bamako,,,,,,
2705,,MwParliament,,,,,,,,,,,,,,,,Gitega,,,,wasexo,,,,,,,,Mali,,,,,,
2706,,MwParliament,,,,,,,,,,,,,,,,muyinga,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2707,,MwParliament,,,,,,,,,,,,,,,,imbonerakureDay,,,,benintourisme,,,,,,,,IBK,,,,,,
2708,,MwParliament,,,,,,,,,,,,,,,,tsinda2020,,,,benindiplomatie,,,,,,,,Bamako,,,,,,
2709,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2710,,MwParliament,,,,,,,,,,,,,,,,muyinga,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2711,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,prbenin,,,,,,,,Gao,,,,,,
2712,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2713,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,UNGA,,,,,,,,Bamako,,,,,,
2714,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,Unga73,,,,,,,,IBK,,,,,,
2715,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,IBK,,,,,,
2716,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2717,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,UNGA,,,,,,,,Bamako,,,,,,
2718,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,Unga73,,,,,,,,Mali,,,,,,
2719,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,UNGA,,,,,,,,Gao,,,,,,
2720,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,UNGA73,,,,,,,,IBK,,,,,,
2721,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,wasexo,,,,,,,,IBK,,,,,,
2722,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,IBK,,,,,,
2723,,MwParliament,,,,,,,,,,,,,,,,imbonerakureDay,,,,prbenin,,,,,,,,IBK,,,,,,
2724,,MwParliament,,,,,,,,,,,,,,,,tsinda2020,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2725,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,benindiplomatie,,,,,,,,Bamako,,,,,,
2726,,MwParliament,,,,,,,,,,,,,,,,muyinga,,,,wasexo,,,,,,,,Gao,,,,,,
2727,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,UNGA73,,,,,,,,IBK,,,,,,
2728,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,UNGA,,,,,,,,Bamako,,,,,,
2729,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,Gao,,,,,,
2730,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2731,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,benindiplomatie,,,,,,,,Bamako,,,,,,
2732,,MwParliament,,,,,,,,,,,,,,,,Imbonerakure,,,,wasexo,,,,,,,,Gao,,,,,,
2733,,MwParliament,,,,,,,,,,,,,,,,Bujumbura,,,,VoyagePrBenin,,,,,,,,IBK,,,,,,
2734,,MwParliament,,,,,,,,,,,,,,,,ImbonerakureDay,,,,benindiplomatie,,,,,,,,Bamako,,,,,,
2735,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,Waxexo,,,,,,,,Gao,,,,,,
2736,,MwParliament,,,,,,,,,,,,,,,,Burundi,,,,VoyagePrBenin,,,,,,,,Mali,,,,,,
2737,,WPFD2015,,,,,,,,,,,,,,,,Burundi,,,,Pretoria,,,,,,,,Gao,,,,,,
2738,,WPFD,,,,,,,,,,,,,,,,Burundi,,,,Heritageday,,,,,,,,Mali,,,,,,
2739,,Malawians,,,,,,,,,,,,,,,,burundi,,,,AfriqueduSud,,,,,,,,IBK,,,,,,
2740,,xenophobia,,,,,,,,,,,,,,,,MAPROBU,,,,benindiplomatie,,,,,,,,IBK,,,,,,
2741,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,Prbenin,,,,,,,,IBK,,,,,,
2742,,xenophobia,,,,,,,,,,,,,,,,Bujumbura,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2743,,xenophobia,,,,,,,,,,,,,,,,ImbonerakureDay,,,,wasexo,,,,,,,,IBK,,,,,,
2744,,xenophobia,,,,,,,,,,,,,,,,Gitega,,,,gouvbenin,,,,,,,,Gao,,,,,,
2745,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,Gao,,,,,,
2746,,xenophobia,,,,,,,,,,,,,,,,Gitega,,,,PatriceTalon,,,,,,,,IBK,,,,,,
2747,,xenophobia,,,,,,,,,,,,,,,,Ntahorwamiye,,,,lettresdecréances,,,,,,,,Gao,,,,,,
2748,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,Ambassadeur,,,,,,,,IBK,,,,,,
2749,,xenophobia,,,,,,,,,,,,,,,,Gitega,,,,gouvbenin,,,,,,,,Gao,,,,,,
2750,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,IBK,,,,,,
2751,,Xenophobia,,,,,,,,,,,,,,,,Burundi,,,,Wasexo,,,,,,,,Gao,,,,,,
2752,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,EducationBenin,,,,,,,,IBK,,,,,,
2753,,xenophobia,,,,,,,,,,,,,,,,Irak,,,,Ecorunning,,,,,,,,IBK,,,,,,
2754,,xenophobia,,,,,,,,,,,,,,,,Libye,,,,WorldCleanupDay2018,,,,,,,,Gao,,,,,,
2755,,xenophobia,,,,,,,,,,,,,,,,burundi,,,,Ecorunning,,,,,,,,ORTM,,,,,,
2756,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,SachetHeloue,,,,,,,,Mali,,,,,,
2757,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,WorldCleanupDay2018,,,,,,,,IBK,,,,,,
2758,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,SachetHeloue,,,,,,,,IBK,,,,,,
2759,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,cadredevie,,,,,,,,Mali,,,,,,
2760,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,WorldCleanUpDay,,,,,,,,Égypte,,,,,,
2761,,xenophobia,,,,,,,,,,,,,,,,burundi,,,,MESRS,,,,,,,,IBK,,,,,,
2762,,xenophobia,,,,,,,,,,,,,,,,CNARED,,,,Accra,,,,,,,,IBK,,,,,,
2763,,Xenophobia,,,,,,,,,,,,,,,,burundi,,,,SG,,,,,,,,Mali,,,,,,
2764,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,KofiAnnan,,,,,,,,SommetAF2017,,,,,,
2765,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,mémoire,,,,,,,,IBK,,,,,,
2766,,xenophobia,,,,,,,,,,,,,,,,Ntaryamira,,,,KofiAnnan,,,,,,,,Brésil,,,,,,
2767,,xenophobia,,,,,,,,,,,,,,,,Ndadaye,,,,Accra,,,,,,,,SommetAF2017,,,,,,
2768,,xenophobia,,,,,,,,,,,,,,,,Palipehutu,,,,prbenin,,,,,,,,IBK,,,,,,
2769,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,patriceTalon,,,,,,,,IBK,,,,,,
2770,,xenophobic,,,,,,,,,,,,,,,,Bujumbura,,,,wasexo,,,,,,,,Mali,,,,,,
2771,,xenophobic,,,,,,,,,,,,,,,,Cibitoke,,,,ME,,,,,,,,RemerciementsIBK,,,,,,
2772,,xenophobia,,,,,,,,,,,,,,,,Bujumbura,,,,ME,,,,,,,,SommetAF2017,,,,,,
2773,,xenophobia,,,,,,,,,,,,,,,,Ndadaye,,,,ME,,,,,,,,RemerciementsIBK,,,,,,
2774,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,Sbee,,,,,,,,SommetAF2017,,,,,,
2775,,xenophobia,,,,,,,,,,,,,,,,Ntega,,,,ME,,,,,,,,RemerciementsIBK,,,,,,
2776,,Malawi,,,,,,,,,,,,,,,,Micombero,,,,ME,,,,,,,,SommetAF2017,,,,,,
2777,,xenophobia,,,,,,,,,,,,,,,,Hutu,,,,ME,,,,,,,,RemerciementsIBK,,,,,,
2778,,xenophobia,,,,,,,,,,,,,,,,Belgique,,,,ME,,,,,,,,SommetAF2017,,,,,,
2779,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,ME,,,,,,,,Mali,,,,,,
2780,,xenophobia,,,,,,,,,,,,,,,,Rwagasore,,,,Sbee,,,,,,,,SommetAF2017,,,,,,
2781,,xenophobia,,,,,,,,,,,,,,,,Burundi,,,,Sbee,,,,,,,,SommetAF2017,,,,,,
2782,,xenophobia,,,,,,,,,,,,,,,,burundi,,,,wasexo,,,,,,,,PremièresDames,,,,,,
2783,,,,,,,,,,,,,,,,,,Burundi,,,,gouvbenin,,,,,,,,SommetAF2017,,,,,,
2784,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,PremièresDames,,,,,,
2785,,,,,,,,,,,,,,,,,,Burundi,,,,gouvbenin,,,,,,,,Bamako,,,,,,
2786,,,,,,,,,,,,,,,,,,Rwagasore,,,,Prbenin,,,,,,,,SommetAF2017,,,,,,
2787,,,,,,,,,,,,,,,,,,Burundi,,,,wasexo,,,,,,,,PremièresDames,,,,,,
2788,,,,,,,,,,,,,,,,,,Burundi,,,,gouvbenin,,,,,,,,Bamako,,,,,,
2789,,,,,,,,,,,,,,,,,,Burundi,,,,SecuriteBenin,,,,,,,,SommetAF2017,,,,,,
2790,,,,,,,,,,,,,,,,,,Burundi,,,,Malanville,,,,,,,,PremièresDames,,,,,,
2791,,,,,,,,,,,,,,,,,,Burundi,,,,Cotonou,,,,,,,,Bamako,,,,,,
2792,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,SommetAF2017,,,,,,
2793,,,,,,,,,,,,,,,,,,Burundi,,,,patriceTalon,,,,,,,,PremièresDames,,,,,,
2794,,,,,,,,,,,,,,,,,,Imbonerakure,,,,XiJinping,,,,,,,,IBK,,,,,,
2795,,,,,,,,,,,,,,,,,,Imbonerakure,,,,wasexo,,,,,,,,IBK,,,,,,
2796,,,,,,,,,,,,,,,,,,YouthDay2019,,,,Benindiplomatie,,,,,,,,UE,,,,,,
2797,,,,,,,,,,,,,,,,,,Jeunesse,,,,prbenin,,,,,,,,IBK,,,,,,
2798,,,,,,,,,,,,,,,,,,Burundi,,,,PatriceTalon,,,,,,,,Mali,,,,,,
2799,,,,,,,,,,,,,,,,,,Burundi,,,,MEPD,,,,,,,,IBK,,,,,,
2800,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,UE,,,,,,
2801,,,,,,,,,,,,,,,,,,KigingiSummerComedy,,,,patricetalon,,,,,,,,Mali,,,,,,
2802,,,,,,,,,,,,,,,,,,Burundi,,,,prturc,,,,,,,,IBK,,,,,,
2803,,,,,,,,,,,,,,,,,,Burundi,,,,receptayyiperdogan,,,,,,,,Mali,,,,,,
2804,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,Mali,,,,,,
2805,,,,,,,,,,,,,,,,,,Imbonerakure,,,,patricetalon,,,,,,,,Mali,,,,,,
2806,,,,,,,,,,,,,,,,,,HappyPeople2019,,,,prturc,,,,,,,,IBK,,,,,,
2807,,,,,,,,,,,,,,,,,,Burundi,,,,prbenin,,,,,,,,IBK,,,,,,
2808,,,,,,,,,,,,,,,,,,Bujumbura,,,,patricetalon,,,,,,,,SommetAF2017,,,,,,
2809,,,,,,,,,,,,,,,,,,BurundiEvents,,,,prturc,,,,,,,,IBK,,,,,,
